Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
fhawley@vizpainter.com,FALSE,11/7/2022,12/12/2022,Economy,148,DAL-AUS,284,Frank Hawley
folsen@vizpainter.com,TRUE,8/22/2022,9/12/2022,Economy,110,DAL-PHX,286,Frank Olsen
folsen@vizpainter.com,FALSE,7/22/2022,9/12/2022,Economy,112,DAL-AUS,286,Frank Olsen
fpreis@vizpainter.com,FALSE,11/5/2022,11/28/2022,Economy,67,DAL-MDW,287,Frank Preis
fpreis@vizpainter.com,FALSE,10/4/2022,11/28/2022,Economy,153,DAL-LGA,287,Frank Preis
fchung@vizpainter.com,FALSE,8/5/2022,9/10/2022,Economy,79,DAL-GRR,288,Fred Chung
fchung@vizpainter.com,FALSE,7/14/2022,9/10/2022,Economy,158,DAL-ELP,288,Fred Chung
fhopkins@vizpainter.com,TRUE,11/23/2022,12/9/2022,Economy,124,DAL-OKC,290,Fred Hopkins
fhopkins@vizpainter.com,FALSE,11/27/2022,12/9/2022,Business,172,DAL-PHX,290,Fred Hopkins
fwasserman@vizpainter.com,TRUE,11/22/2022,12/23/2022,Economy,131,DAL-HOU,292,Fred Wasserman
ghwang@vizpainter.com,FALSE,2/24/2022,4/10/2022,Economy,121,DAL-MDW,294,Gary Hwang
gmcgarr@vizpainter.com,TRUE,4/17/2022,7/3/2022,Economy,62,DAL-MDW,295,Gary McGarr
gzandusky@vizpainter.com,FALSE,7/4/2022,9/23/2022,Economy,82,DAL-AUS,297,Gary Zandusky
gzandusky@vizpainter.com,FALSE,8/29/2022,9/23/2022,Business,108,DAL-ATL,297,Gary Zandusky
gzandusky@vizpainter.com,FALSE,7/22/2022,9/23/2022,Business,121,DAL-AUS,297,Gary Zandusky
gzandusky@vizpainter.com,FALSE,8/20/2022,9/23/2022,Economy,156,DAL-HOU,297,Gary Zandusky
gzandusky@vizpainter.com,FALSE,8/17/2022,9/23/2022,Economy,151,DAL-HOU,297,Gary Zandusky
gzrebassa@vizpainter.com,FALSE,5/1/2022,7/6/2022,Economy,67,DAL-AUS,302,George Zrebassa
gzrebassa@vizpainter.com,FALSE,5/22/2022,7/6/2022,Economy,68,DAL-ELP,302,George Zrebassa
gbaptist@vizpainter.com,FALSE,10/14/2022,12/4/2022,Economy,68,DAL-AUS,304,Giulietta Baptist
gkelly@vizpainter.com,FALSE,7/21/2022,10/19/2022,Economy,120,DAL-LGA,307,Grace Kelly
gkelly@vizpainter.com,FALSE,9/12/2022,10/19/2022,Economy,152,DAL-HOU,307,Grace Kelly
gkelly@vizpainter.com,FALSE,10/5/2022,10/19/2022,Business,89,DAL-ATL,307,Grace Kelly
gkelly@vizpainter.com,FALSE,7/23/2022,10/19/2022,Economy,120,DAL-OKC,307,Grace Kelly
gkelly@vizpainter.com,FALSE,9/4/2022,10/19/2022,Economy,90,DAL-AUS,307,Grace Kelly
gmatthias@vizpainter.com,FALSE,12/23/2021,1/26/2022,First Class,277,DAL-HOU,311,Greg Matthias
gmatthias@vizpainter.com,FALSE,11/2/2022,12/22/2022,Economy,150,DAL-CLE,311,Greg Matthias
gmatthias@vizpainter.com,FALSE,11/30/2022,12/22/2022,Economy,79,DAL-OKC,311,Greg Matthias
gmatthias@vizpainter.com,FALSE,11/30/2022,12/22/2022,Economy,134,DAL-AUS,311,Greg Matthias
gmaxwell@vizpainter.com,FALSE,9/4/2022,10/1/2022,Economy,122,DAL-LGA,312,Greg Maxwell
gmaxwell@vizpainter.com,FALSE,8/17/2022,10/1/2022,First Class,304,DAL-AUS,312,Greg Maxwell
garmstrong@vizpainter.com,FALSE,11/21/2022,11/30/2022,Economy,154,DAL-AUS,314,Guy Armstrong
gphonely@vizpainter.com,FALSE,8/31/2022,10/28/2022,Economy,94,DAL-AUS,315,Guy Phonely
gphonely@vizpainter.com,FALSE,9/19/2022,10/28/2022,Economy,97,DAL-OKC,315,Guy Phonely
gphonely@vizpainter.com,FALSE,3/11/2022,4/28/2022,Economy,152,DAL-AUS,315,Guy Phonely
gthornton@vizpainter.com,FALSE,2/23/2022,6/30/2022,Economy,152,DAL-PHX,316,Guy Thornton
gthornton@vizpainter.com,FALSE,9/25/2022,10/6/2022,Economy,138,DAL-AMA,316,Guy Thornton
hdahlen@vizpainter.com,TRUE,8/26/2022,9/23/2022,First Class,306,DAL-HOU,318,Harold Dahlen
hgreene@vizpainter.com,FALSE,8/3/2022,8/22/2022,Economy,141,DAL-GRR,322,Harry Greene
hmarie@vizpainter.com,FALSE,4/13/2022,6/22/2022,Business,129,DAL-AUS,323,Harry Marie
hjas@vizpainter.com,FALSE,7/28/2022,9/9/2022,Economy,78,DAL-ATL,324,Heather Jas
hjas@vizpainter.com,FALSE,8/25/2022,9/9/2022,Economy,119,DAL-ATL,324,Heather Jas
hkirkland@vizpainter.com,FALSE,9/3/2022,11/10/2022,Economy,72,DAL-MDW,325,Heather Kirkland
hkirkland@vizpainter.com,TRUE,11/30/2022,12/10/2022,Economy,150,DAL-HOU,325,Heather Kirkland
handreada@vizpainter.com,FALSE,6/21/2022,7/26/2022,Economy,128,DAL-ATL,327,Helen Andreada
handreada@vizpainter.com,TRUE,5/13/2022,7/26/2022,Business,118,DAL-TUL,327,Helen Andreada
handreada@vizpainter.com,TRUE,6/1/2022,7/26/2022,Economy,148,DAL-GRR,327,Helen Andreada
hzydlo@vizpainter.com,FALSE,5/23/2022,6/12/2022,Business,151,DAL-SEA,329,Henia Zydlo
hgoldwyn@vizpainter.com,FALSE,4/29/2022,5/30/2022,Economy,144,DAL-MDW,330,Henry Goldwyn
hgoldwyn@vizpainter.com,FALSE,5/7/2022,5/30/2022,Economy,72,DAL-OKC,330,Henry Goldwyn
hgoldwyn@vizpainter.com,FALSE,4/6/2022,5/30/2022,Business,173,DAL-AUS,330,Henry Goldwyn
hmacallister@vizpainter.com,FALSE,11/25/2022,12/19/2022,Economy,141,DAL-ATL,331,Henry MacAllister
hholden@vizpainter.com,FALSE,7/10/2022,8/20/2022,Economy,139,DAL-PHX,333,Hilary Holden
imcgrath@vizpainter.com,FALSE,8/25/2022,11/2/2022,Economy,79,DAL-AUS,336,Ionia McGrath
imcgrath@vizpainter.com,FALSE,8/28/2022,11/2/2022,Economy,84,DAL-HOU,336,Ionia McGrath
imcgrath@vizpainter.com,TRUE,9/21/2022,11/2/2022,Economy,130,DAL-OKC,336,Ionia McGrath
imcgrath@vizpainter.com,FALSE,9/2/2022,11/2/2022,Economy,137,DAL-AUS,336,Ionia McGrath
imcgrath@vizpainter.com,TRUE,5/14/2022,9/6/2022,Business,121,DAL-OKC,336,Ionia McGrath
imcgrath@vizpainter.com,FALSE,8/31/2022,11/2/2022,Business,144,DAL-MDW,336,Ionia McGrath
xxx,FALSE,12/7/2022,12/21/2022,Economy,105,DAL-OKC,339,Ivan Liston
jgalang@vizpainter.com,FALSE,10/13/2022,12/5/2022,Economy,113,DAL-PHX,343,James Galang
jgalang@vizpainter.com,TRUE,11/7/2022,12/5/2022,Economy,79,DAL-LAS,343,James Galang
jlanier@vizpainter.com,TRUE,8/10/2022,12/8/2022,Economy,96,DAL-LAS,344,James Lanier
jlanier@vizpainter.com,FALSE,11/4/2022,12/8/2022,Business,135,DAL-PHX,344,James Lanier
jlanier@vizpainter.com,FALSE,9/16/2022,12/8/2022,Economy,97,DAL-PHX,344,James Lanier
jlanier@vizpainter.com,TRUE,11/12/2022,12/8/2022,Economy,134,DAL-HOU,344,James Lanier
jkunitz@vizpainter.com,TRUE,8/25/2022,11/4/2022,Economy,119,DAL-ATL,346,Jamie Kunitz
jwaco@vizpainter.com,FALSE,5/4/2022,7/1/2022,Economy,81,DAL-HOU,347,Jane Waco
jwaco@vizpainter.com,TRUE,5/18/2022,7/1/2022,First Class,275,DAL-HOU,347,Jane Waco
jwaco@vizpainter.com,FALSE,5/24/2022,7/1/2022,Economy,115,DAL-AUS,347,Jane Waco
jmartin@vizpainter.com,FALSE,2/16/2022,5/22/2022,Business,98,DAL-SEA,349,Janet Martin
jmolinari@vizpainter.com,FALSE,8/7/2022,9/16/2022,Economy,70,DAL-AMA,350,Janet Molinari
jmolinari@vizpainter.com,FALSE,9/4/2022,9/16/2022,Business,129,DAL-SFO,350,Janet Molinari
jfortune-@vizpainter.com,FALSE,9/20/2022,12/7/2022,First Class,300,DAL-MDW,352,Jason Fortune-
jgross@vizpainter.com,FALSE,2/4/2022,3/6/2022,Economy,90,DAL-LAS,353,Jason Gross
jgross@vizpainter.com,FALSE,1/11/2022,3/6/2022,Business,179,DAL-AUS,353,Jason Gross
jklamczynski@vizpainter.com,FALSE,5/27/2022,7/1/2022,Economy,101,DAL-MDW,354,Jason Klamczynski
jklamczynski@vizpainter.com,FALSE,6/15/2022,7/1/2022,Economy,155,DAL-ATL,354,Jason Klamczynski
jkimmel@vizpainter.com,FALSE,6/27/2022,11/1/2022,Economy,99,DAL-MDW,357,Jay Kimmel
jkimmel@vizpainter.com,TRUE,6/24/2022,11/1/2022,Economy,138,DAL-PHX,357,Jay Kimmel
ahawkins@vizpainter.com,FALSE,10/24/2022,11/16/2022,Economy,139,DAL-HOU,2,Aaron Hawkins
ahawkins@vizpainter.com,FALSE,6/14/2022,7/16/2022,Economy,65,DAL-MDW,2,Aaron Hawkins
ahawkins@vizpainter.com,FALSE,10/30/2022,11/16/2022,Economy,135,DAL-LGA,2,Aaron Hawkins
ahawkins@vizpainter.com,FALSE,9/17/2022,11/16/2022,Business,139,DAL-AUS,2,Aaron Hawkins
ashillingsburg@vizpainter.com,FALSE,8/6/2022,9/3/2022,Business,107,DAL-LGA,6,Adam Shillingsburg
ashillingsburg@vizpainter.com,FALSE,7/22/2022,9/3/2022,Business,153,DAL-HOU,6,Adam Shillingsburg
ashillingsburg@vizpainter.com,FALSE,6/20/2022,9/3/2022,Economy,76,DAL-AUS,6,Adam Shillingsburg
ashillingsburg@vizpainter.com,FALSE,8/18/2022,9/3/2022,Economy,94,DAL-HOU,6,Adam Shillingsburg
ashillingsburg@vizpainter.com,FALSE,8/19/2022,9/3/2022,Economy,90,DAL-AUS,6,Adam Shillingsburg
abixby@vizpainter.com,TRUE,11/5/2022,12/24/2022,Economy,149,DAL-OKC,10,Aimee Bixby
abixby@vizpainter.com,FALSE,11/27/2022,12/24/2022,Economy,79,DAL-HOU,10,Aimee Bixby
ahaines@vizpainter.com,TRUE,8/1/2022,9/26/2022,Business,68,DAL-SEA,13,Alan Haines
ahaines@vizpainter.com,FALSE,8/6/2022,9/26/2022,Economy,95,DAL-HOU,13,Alan Haines
ahaines@vizpainter.com,FALSE,10/19/2022,11/27/2022,Economy,154,DAL-HOU,13,Alan Haines
aballentine@vizpainter.com,FALSE,4/3/2022,5/10/2022,Economy,143,DAL-LGA,17,Alejandro Ballentine
aballentine@vizpainter.com,TRUE,4/3/2022,5/10/2022,Economy,137,DAL-HOU,17,Alejandro Ballentine
aballentine@vizpainter.com,TRUE,3/17/2022,5/27/2022,Economy,123,DAL-AMA,17,Alejandro Ballentine
aballentine@vizpainter.com,FALSE,2/5/2022,5/27/2022,Economy,113,DAL-GRR,17,Alejandro Ballentine
aballentine@vizpainter.com,TRUE,4/28/2022,5/27/2022,Business,142,DAL-PHX,17,Alejandro Ballentine
aballentine@vizpainter.com,FALSE,4/20/2022,5/27/2022,First Class,245,DAL-LGA,17,Alejandro Ballentine
aballentine@vizpainter.com,TRUE,4/16/2022,5/27/2022,Business,129,DAL-PHX,17,Alejandro Ballentine
aballentine@vizpainter.com,TRUE,4/23/2022,5/27/2022,Economy,153,DAL-SLC,17,Alejandro Ballentine
agrove@vizpainter.com,FALSE,9/23/2022,11/12/2022,Business,90,DAL-MDW,18,Alejandro Grove
agrove@vizpainter.com,FALSE,10/15/2022,11/12/2022,Economy,125,DAL-CLE,18,Alejandro Grove
agannaway@vizpainter.com,TRUE,9/25/2022,12/6/2022,Economy,133,DAL-ELP,20,Aleksandra Gannaway
agrayson@vizpainter.com,TRUE,8/21/2022,11/22/2022,Economy,137,DAL-HOU,22,Alex Grayson
agrayson@vizpainter.com,FALSE,10/3/2022,11/22/2022,Economy,145,DAL-AUS,22,Alex Grayson
agrayson@vizpainter.com,FALSE,10/18/2022,12/6/2022,Business,126,DAL-ATL,22,Alex Grayson
agrayson@vizpainter.com,FALSE,10/24/2022,11/22/2022,Economy,85,DAL-HOU,22,Alex Grayson
aarmold@vizpainter.com,FALSE,8/23/2022,9/10/2022,Business,141,DAL-LGA,25,Allen Armold
aarmold@vizpainter.com,FALSE,6/29/2022,9/10/2022,Economy,73,DAL-ELP,25,Allen Armold
aarmold@vizpainter.com,FALSE,5/27/2022,9/10/2022,Economy,119,DAL-MDW,25,Allen Armold
aarmold@vizpainter.com,FALSE,7/13/2022,9/10/2022,Economy,133,DAL-MDW,25,Allen Armold
arosenblatt@vizpainter.com,FALSE,2/23/2022,5/18/2022,Economy,121,DAL-OKC,27,Allen Rosenblatt
arosenblatt@vizpainter.com,FALSE,3/19/2022,5/18/2022,Economy,62,DAL-CLE,27,Allen Rosenblatt
arosenblatt@vizpainter.com,FALSE,5/6/2022,5/18/2022,Economy,60,DAL-SEA,27,Allen Rosenblatt
acrouse,FALSE,1/31/2022,3/25/2022,Economy,99,DAL-OKC,28,Alyssa Crouse
ahunt@vizpainter.com,FALSE,12/7/2022,12/19/2022,Economy,75,DAL-CLE,31,Amy Hunt
ahunt@vizpainter.com,TRUE,11/16/2022,12/19/2022,Economy,117,DAL-HOU,31,Amy Hunt
ahunt@vizpainter.com,FALSE,11/30/2022,12/19/2022,Economy,159,DAL-GRR,31,Amy Hunt
aallen@vizpainter.com,FALSE,2/9/2022,2/27/2022,Economy,142,DAL-AUS,32,Andrew Allen
agerbode@vizpainter.com,FALSE,9/16/2022,11/18/2022,Business,154,DAL-PHX,35,Andy Gerbode
ayotov@vizpainter.com,TRUE,11/9/2022,12/2/2022,Economy,79,DAL-HOU,37,Andy Yotov
achong@vizpainter.com,FALSE,7/4/2022,7/21/2022,Economy,117,DAL-AUS,41,Ann Chong
achong@vizpainter.com,TRUE,6/19/2022,7/21/2022,Economy,124,DAL-MDW,41,Ann Chong
asteele@vizpainter.com,FALSE,8/22/2022,9/23/2022,Economy,84,DAL-MDW,42,Ann Steele
asteele@vizpainter.com,FALSE,9/3/2022,9/23/2022,Economy,66,DAL-LAS,42,Ann Steele
asteele@vizpainter.com,FALSE,8/30/2022,9/23/2022,Economy,157,DAL-AUS,42,Ann Steele
aandreadi@vizpainter.com,FALSE,8/27/2022,9/22/2022,Economy,159,DAL-OKC,43,Anna Andreadi
achung@vizpainter.com,FALSE,10/27/2022,12/17/2022,Economy,97,DAL-AUS,44,Anna Chung
achung@vizpainter.com,FALSE,11/24/2022,12/17/2022,Economy,125,DAL-HOU,44,Anna Chung
achung@vizpainter.com,FALSE,11/17/2022,12/17/2022,Economy,80,DAL-LGA,44,Anna Chung
achung@vizpainter.com,FALSE,11/28/2022,12/17/2022,Economy,89,DAL-GRR,44,Anna Chung
achung@vizpainter.com,TRUE,11/25/2022,12/17/2022,Economy,125,DAL-GRR,44,Anna Chung
ahäberlin@vizpainter.com,FALSE,11/30/2022,12/31/2022,Economy,140,DAL-LGA,46,Anna Häberlin
apryor@vizpainter.com,FALSE,11/18/2022,12/15/2022,Economy,114,DAL-PHX,48,Anne Pryor
apryor@vizpainter.com,FALSE,11/30/2022,12/15/2022,Economy,145,DAL-OKC,48,Anne Pryor
apryor@vizpainter.com,FALSE,11/23/2022,12/15/2022,Economy,76,DAL-LGA,48,Anne Pryor
agarverick@vizpainter.com,FALSE,10/6/2022,11/19/2022,Economy,137,DAL-OKC,51,Anthony Garverick
ajohnson@vizpainter.com,FALSE,4/10/2022,6/29/2022,Economy,105,DAL-GRR,53,Anthony Johnson
ao'donnell@vizpainter.com,FALSE,10/28/2022,11/7/2022,Economy,157,DAL-OKC,54,Anthony O'Donnell
ao'donnell@vizpainter.com,FALSE,9/21/2022,10/28/2022,Business,116,DAL-HOU,54,Anthony O'Donnell
ao'donnell@vizpainter.com,FALSE,8/19/2022,10/28/2022,Economy,135,DAL-AUS,54,Anthony O'Donnell
awitt@vizpainter.com,FALSE,11/2/2022,12/1/2022,Economy,77,DAL-OKC,56,Anthony Witt
awitt@vizpainter.com,TRUE,10/31/2022,12/1/2022,Business,147,DAL-PHX,56,Anthony Witt
airving@vizpainter.com,FALSE,8/31/2022,9/13/2022,First Class,256,DAL-HOU,57,Arianne Irving
afoster@vizpainter.com,FALSE,10/31/2022,11/23/2022,Economy,107,DAL-MDW,59,Art Foster
awiediger@vizpainter.com,TRUE,3/22/2022,4/8/2022,Economy,114,DAL-GRR,62,Arthur Wiediger
awiediger@vizpainter.com,FALSE,3/9/2022,4/8/2022,First Class,268,DAL-ELP,62,Arthur Wiediger
ajarboe@vizpainter.com,FALSE,10/1/2022,11/16/2022,Economy,70,DAL-LAS,63,Ashley Jarboe
ajarboe@vizpainter.com,FALSE,8/20/2022,11/16/2022,Economy,133,DAL-LGA,63,Ashley Jarboe
ajones@vizpainter.com,FALSE,4/19/2022,8/16/2022,Economy,102,DAL-LAS,64,Astrea Jones
bfisher@vizpainter.com,FALSE,10/25/2022,11/6/2022,Economy,68,DAL-LAS,65,Barbara Fisher
bfranzösisch@vizpainter.com,FALSE,12/23/2021,1/2/2022,First Class,304,DAL-ELP,68,Barry Französisch
bweirich@vizpainter.com,FALSE,12/30/2021,2/27/2022,Economy,98,DAL-AMA,71,Barry Weirich
bfolk@vizpainter.com,FALSE,9/17/2022,11/16/2022,Economy,146,DAL-LGA,72,Bart Folk
bfolk@vizpainter.com,FALSE,10/2/2022,11/16/2022,Economy,127,DAL-MDW,72,Bart Folk
bcastell@vizpainter.com,FALSE,8/3/2022,9/10/2022,Economy,145,DAL-ATL,75,Becky Castell
bcastell@vizpainter.com,FALSE,4/17/2022,5/10/2022,Economy,76,DAL-OKC,75,Becky Castell
bcastell@vizpainter.com,FALSE,2/25/2022,5/10/2022,Economy,156,DAL-AUS,75,Becky Castell
bcastell@vizpainter.com,FALSE,3/30/2022,5/10/2022,First Class,252,DAL-ELP,75,Becky Castell
bmartin@vizpainter.com,TRUE,11/18/2022,11/24/2022,Economy,74,DAL-AUS,76,Becky Martin
bmartin@vizpainter.com,TRUE,8/18/2022,11/24/2022,Economy,72,DAL-AUS,76,Becky Martin
bmartin@vizpainter.com,FALSE,11/18/2022,11/24/2022,Economy,91,DAL-HOU,76,Becky Martin
bpak@vizpainter.com,FALSE,3/30/2022,5/9/2022,Business,100,DAL-MDW,77,Becky Pak
bpak@vizpainter.com,FALSE,4/21/2022,5/9/2022,Economy,96,DAL-PHX,77,Becky Pak
bwallace@vizpainter.com,FALSE,3/23/2022,4/21/2022,Economy,74,DAL-OKC,80,Ben Wallace
bwallace@vizpainter.com,TRUE,2/18/2022,4/21/2022,Business,162,DAL-PHX,80,Ben Wallace
bpatterson@vizpainter.com,FALSE,5/5/2022,5/31/2022,Economy,137,DAL-SFO,82,Benjamin Patterson
bvenier@vizpainter.com,FALSE,8/4/2022,9/8/2022,Economy,96,DAL-MDW,83,Benjamin Venier
bkampe@vizpainter.com,TRUE,2/25/2022,3/8/2022,First Class,300,DAL-PHX,84,Berenike Kampe
bkampe@vizpainter.com,FALSE,2/22/2022,3/8/2022,Business,163,DAL-AUS,84,Berenike Kampe
bkampe@vizpainter.com,FALSE,2/26/2022,3/8/2022,Economy,128,DAL-HOU,84,Berenike Kampe
bfritzler@vizpainter.com,FALSE,9/17/2022,11/16/2022,Economy,148,DAL-OKC,85,Beth Fritzler
bpaige@vizpainter.com,FALSE,11/15/2022,12/5/2022,Economy,91,DAL-MDW,86,Beth Paige
bpaige@vizpainter.com,FALSE,10/23/2022,12/5/2022,First Class,219,DAL-AUS,86,Beth Paige
bpaige@vizpainter.com,FALSE,11/16/2022,12/5/2022,Economy,68,DAL-HOU,86,Beth Paige
bpaige@vizpainter.com,FALSE,11/3/2022,12/5/2022,Economy,83,DAL-LGA,86,Beth Paige
bpaige@vizpainter.com,FALSE,11/10/2022,12/5/2022,Economy,71,DAL-OKC,86,Beth Paige
bpaige@vizpainter.com,FALSE,11/18/2022,12/5/2022,Economy,151,DAL-MDW,86,Beth Paige
beplett@vizpainter.com,FALSE,4/26/2022,7/16/2022,Economy,110,DAL-PHX,89,Bill Eplett
jbraxton@vizpainter.com,FALSE,9/11/2022,11/26/2022,Economy,155,DAL-LAS,359,Jennifer Braxton
jferguson@vizpainter.com,FALSE,8/27/2022,9/10/2022,First Class,305,DAL-MDW,360,Jennifer Ferguson
jlonsdale@vizpainter.com,FALSE,9/7/2022,10/3/2022,Economy,127,DAL-ATL,366,Jeremy Lonsdale
jlonsdale@vizpainter.com,FALSE,9/19/2022,10/3/2022,Economy,97,DAL-HOU,366,Jeremy Lonsdale
jlonsdale@vizpainter.com,FALSE,9/5/2022,10/3/2022,Economy,143,DAL-LGA,366,Jeremy Lonsdale
jlonsdale@vizpainter.com,FALSE,4/18/2022,5/20/2022,Business,85,DAL-PHX,366,Jeremy Lonsdale
jmyrick@vizpainter.com,TRUE,12/5/2022,12/20/2022,Economy,129,DAL-MDW,368,Jessica Myrick
bshonely@vizpainter.com,FALSE,5/1/2022,5/24/2022,Economy,76,DAL-MDW,91,Bill Shonely
bshonely@vizpainter.com,FALSE,3/11/2022,5/24/2022,First Class,249,DAL-HOU,91,Bill Shonely
bshonely@vizpainter.com,FALSE,3/24/2022,5/24/2022,Economy,148,DAL-OKC,91,Bill Shonely
bshonely@vizpainter.com,FALSE,5/12/2022,5/24/2022,Economy,77,DAL-GRR,91,Bill Shonely
bshonely@vizpainter.com,FALSE,3/18/2022,5/24/2022,Business,158,DAL-OKC,91,Bill Shonely
bstewart@vizpainter.com,FALSE,4/25/2022,5/5/2022,Economy,70,DAL-LAS,92,Bill Stewart
belias@vizpainter.com,FALSE,9/30/2022,11/1/2022,Economy,141,DAL-HOU,94,Bobby Elias
belias@vizpainter.com,FALSE,10/14/2022,11/1/2022,Economy,68,DAL-GRR,94,Bobby Elias
btrafton@vizpainter.com,FALSE,11/8/2022,12/23/2022,Economy,120,DAL-ELP,96,Bobby Trafton
bnguyen@vizpainter.com,FALSE,8/28/2022,9/22/2022,Economy,65,DAL-ATL,101,Bradley Nguyen
bsweed@vizpainter.com,TRUE,3/20/2022,5/23/2022,Economy,145,DAL-HOU,106,Brendan Sweed
bdahlen@vizpainter.com,FALSE,3/2/2022,3/21/2022,Economy,113,DAL-ELP,107,Brian Dahlen
bstugart@vizpainter.com,TRUE,11/29/2022,12/24/2022,Economy,74,DAL-AUS,111,Brian Stugart
bgeld@vizpainter.com,FALSE,4/8/2022,8/15/2022,Business,139,DAL-GRR,116,Bruce Geld
bgeld@vizpainter.com,TRUE,5/29/2022,8/15/2022,Economy,141,DAL-HOU,116,Bruce Geld
bgeld@vizpainter.com,FALSE,6/29/2022,8/15/2022,Business,186,DAL-SLC,116,Bruce Geld
bstewart@vizpainter.com,FALSE,1/6/2022,2/7/2022,Economy,86,DAL-SEA,117,Bruce Stewart
bstewart@vizpainter.com,FALSE,1/17/2022,2/7/2022,Economy,138,DAL-LGA,117,Bruce Stewart
cmcmahon@vizpainter.com,FALSE,7/12/2022,7/27/2022,Economy,62,DAL-SFO,121,Candace McMahon
csayre@vizpainter.com,FALSE,9/3/2022,11/11/2022,Economy,95,DAL-OKC,122,Cari Sayre
cschnelling@vizpainter.com,TRUE,7/19/2022,9/30/2022,First Class,245,DAL-ATL,123,Cari Schnelling
cjackson@vizpainter.com,FALSE,8/11/2022,8/29/2022,Economy,63,DAL-AUS,124,Carl Jackson
cludwig@vizpainter.com,FALSE,6/8/2022,7/14/2022,Economy,63,DAL-PHX,125,Carl Ludwig
cludwig@vizpainter.com,FALSE,8/19/2022,10/2/2022,Business,154,DAL-PHX,125,Carl Ludwig
cludwig@vizpainter.com,TRUE,5/4/2022,7/14/2022,Economy,121,DAL-HOU,125,Carl Ludwig
cludwig@vizpainter.com,TRUE,9/12/2022,10/2/2022,Economy,126,DAL-OKC,125,Carl Ludwig
cweiss@vizpainter.com,FALSE,3/11/2022,7/9/2022,Economy,152,DAL-SFO,126,Carl Weiss
cweiss@vizpainter.com,FALSE,5/14/2022,7/9/2022,Business,149,DAL-AUS,126,Carl Weiss
cweiss@vizpainter.com,FALSE,5/8/2022,7/9/2022,Economy,108,DAL-LAS,126,Carl Weiss
cweiss@vizpainter.com,FALSE,5/27/2022,8/17/2022,Economy,63,DAL-LAS,126,Carl Weiss
cdaly@vizpainter.com,FALSE,10/22/2022,11/17/2022,Economy,147,DAL-AUS,127,Carlos Daly
cdaly@vizpainter.com,FALSE,12/21/2021,1/21/2022,Economy,147,DAL-LGA,127,Carlos Daly
cdaly@vizpainter.com,FALSE,1/6/2022,1/21/2022,Business,138,DAL-OKC,127,Carlos Daly
cdaly@vizpainter.com,FALSE,12/29/2021,1/21/2022,Business,176,DAL-LGA,127,Carlos Daly
cmeador,FALSE,4/18/2022,5/2/2022,Economy,151,DAL-HOU,128,Carlos Meador
cmeador,FALSE,3/19/2022,5/2/2022,Economy,71,DAL-MDW,128,Carlos Meador
cadams@vizpainter.com,FALSE,6/19/2022,7/22/2022,Economy,68,DAL-HOU,130,Carol Adams
cdarley@vizpainter.com,FALSE,11/6/2022,11/29/2022,Economy,84,DAL-PHX,131,Carol Darley
cbrandow@vizpainter.com,TRUE,8/10/2022,11/29/2022,Economy,103,DAL-AUS,134,Cassandra Brandow
carmstrong@vizpainter.com,FALSE,10/3/2022,10/21/2022,Business,163,DAL-PHX,136,Cathy Armstrong
carmstrong@vizpainter.com,FALSE,6/18/2022,10/21/2022,Economy,86,DAL-GRR,136,Cathy Armstrong
carmstrong@vizpainter.com,FALSE,9/26/2022,10/21/2022,Business,107,DAL-SEA,136,Cathy Armstrong
carmstrong@vizpainter.com,FALSE,9/10/2022,10/21/2022,Economy,93,DAL-AUS,136,Cathy Armstrong
carmstrong@vizpainter.com,FALSE,9/14/2022,10/21/2022,Economy,61,DAL-HOU,136,Cathy Armstrong
carmstrong@vizpainter.com,FALSE,8/17/2022,10/21/2022,First Class,247,DAL-SEA,136,Cathy Armstrong
chwang@vizpainter.com,FALSE,10/5/2022,11/11/2022,Economy,61,DAL-LAS,137,Cathy Hwang
chwang@vizpainter.com,FALSE,11/2/2022,11/11/2022,Economy,153,DAL-ELP,137,Cathy Hwang
cprescott@vizpainter.com,FALSE,1/31/2022,2/11/2022,Business,172,DAL-PHX,138,Cathy Prescott
cmcguire@vizpainter.com,FALSE,5/5/2022,7/27/2022,Economy,68,DAL-OKC,140,Chad McGuire
cmcguire@vizpainter.com,TRUE,7/14/2022,7/27/2022,Economy,105,DAL-ATL,140,Chad McGuire
x,FALSE,10/21/2022,11/26/2022,Economy,132,DAL-LAS,141,Chad Sievert
x,FALSE,9/26/2022,11/26/2022,Economy,75,DAL-TUL,141,Chad Sievert
x,FALSE,10/11/2022,11/26/2022,Business,109,DAL-OKC,141,Chad Sievert
cmccrossin@vizpainter.com,TRUE,3/7/2022,4/14/2022,Economy,136,DAL-OKC,143,Charles McCrossin
cmccrossin@vizpainter.com,FALSE,1/1/2022,3/16/2022,Economy,124,DAL-AMA,143,Charles McCrossin
csheldon@vizpainter.com,FALSE,9/25/2022,11/17/2022,Economy,71,DAL-MDW,144,Charles Sheldon
csheldon@vizpainter.com,FALSE,9/22/2022,11/17/2022,Economy,148,DAL-MDW,144,Charles Sheldon
csheldon@vizpainter.com,FALSE,10/29/2022,11/17/2022,Economy,85,DAL-MDW,144,Charles Sheldon
csheldon@vizpainter.com,FALSE,10/27/2022,11/17/2022,Economy,68,DAL-ATL,144,Charles Sheldon
